features,condition,is_fault
"[-1.12025517 -1.15018388 -1.0111814  ... -0.28388002  0.13006608
  0.55293124]",IR_021,1
"[ 0.91638152  1.1471449   1.21187829 ... -0.97124839 -1.48435204
 -1.81984471]",IR_021,1
"[-1.91804612 -1.77771708 -1.36797426 ...  1.58809028  0.83823201
  0.01531318]",IR_021,1
"[-0.80142038 -1.50029611 -1.96199726 ...  1.27639098  0.81231779
  0.12340358]",IR_021,1
"[-0.61145934 -1.27758583 -1.80987921 ... -1.69241997 -1.23672481
 -0.67505336]",IR_021,1
"[-0.01595271  0.58660346  1.05744123 ... -0.83369147 -0.96227371
 -0.99039024]",IR_021,1
"[-0.9151245  -0.78263389 -0.59112866 ...  2.94825856  2.63095016
  2.05631185]",IR_021,1
"[ 1.16983701  0.04494728 -0.90838688 ... -0.66960461 -0.74610742
 -0.75306533]",IR_021,1
"[-0.69625486 -0.56795267 -0.38924111 ...  0.10550093 -0.32260518
 -0.73662042]",IR_021,1
"[-1.02219757 -1.22050035 -1.17306604 ... -0.49136554 -0.81970113
 -1.06322094]",IR_021,1
"[-1.16574136 -1.10865894 -0.90930111 ... -0.26514914 -0.59106584
 -0.83155038]",IR_021,1
"[-0.99896624 -1.02703394 -0.92977082 ... -2.19789072 -1.83241904
 -1.17225297]",IR_021,1
"[-0.40821352  0.39786402  1.16676911 ...  1.04787429  1.44317815
  1.71090105]",IR_021,1
[1.79801422 1.70341171 1.4142341  ... 2.23517083 1.91389396 1.21180915],IR_021,1
"[ 0.13848823 -1.10347963 -2.40760369 ...  0.88654778  0.96134674
  0.93501645]",IR_021,1
[0.811216   0.59510748 0.27129729 ... 0.17771229 0.14071132 0.07076859],IR_021,1
"[-0.03158629 -0.17303603 -0.3129591  ... -1.24500397 -1.16406294
 -0.95231913]",IR_021,1
"[-0.61239041 -0.16878855  0.32991916 ... -0.28526019  0.05600866
  0.38564365]",IR_021,1
"[ 0.67430326  0.88998883  1.00441621 ... -1.0009549  -1.33068604
 -1.49558704]",IR_021,1
"[-1.44667477 -1.17897541 -0.74556571 ... -0.06816605  0.35362725
  0.81987952]",IR_021,1
[1.18593772 1.33633668 1.34493142 ... 1.23069202 1.03864566 0.7409214 ],IR_021,1
"[ 0.33319091 -0.15416209 -0.61810943 ... -0.51513513 -1.8574236
 -2.94400108]",IR_021,1
"[-3.69459628 -4.01884244 -3.85943691 ... -0.76466107 -1.02659334
 -1.16849092]",IR_021,1
"[-1.14677932 -0.92842352 -0.61206663 ... -0.01743758 -0.00740131
  0.00779357]",IR_021,1
"[-0.01074144 -0.09848791 -0.28970212 ... -2.73891728 -2.44473121
 -1.88283099]",IR_021,1
"[-1.12120895 -0.20040269  0.68624376 ... -2.00959613 -1.67504785
 -1.16614808]",IR_021,1
"[-0.46932352  0.3068077   1.02860971 ... -0.60973153 -0.52208698
 -0.37098013]",IR_021,1
"[-0.15144478  0.09496267  0.35411266 ...  1.14615115  1.28349953
  1.29029419]",IR_021,1
"[ 1.14424394  0.85083868  0.4857387  ... -3.71379912 -4.17264162
 -4.13817223]",IR_021,1
"[-3.57037789 -2.52227099 -1.14702179 ... -1.92641352 -2.47801146
 -2.71512391]",IR_021,1
"[-2.65611232 -2.28253006 -1.63822797 ... -0.66000915 -1.28533616
 -1.81045084]",IR_021,1
"[-2.09569886 -2.09998769 -1.81547604 ... -1.36976694 -0.76647493
 -0.09747641]",IR_021,1
"[ 0.63070192  1.27689903  1.79009189 ... -0.69291415 -0.09950772
  0.50922831]",IR_021,1
[1.10586567 1.56327635 1.79800774 ... 3.43854745 3.3644468  2.8270377 ],IR_021,1
"[ 1.97378211  0.86357209 -0.2887656  ... -0.29119711 -0.30501102
 -0.26807551]",IR_021,1
"[-0.21161008 -0.11877542 -0.00780298 ... -0.91091525 -1.05437125
 -1.11681334]",IR_021,1
"[-0.95350276 -0.71611709 -0.39900771 ... -0.13672106 -0.04165223
  0.08345595]",IR_021,1
"[ 0.21240158  0.37049737  0.52855117 ... -0.37345961 -0.55818496
 -0.7215722 ]",IR_021,1
"[-0.81327449 -0.82933814 -0.78465439 ... -1.38166269 -0.82294041
 -0.19663474]",IR_021,1
[0.53643673 1.05749084 1.4360863  ... 1.81704511 1.95276529 1.92662229],IR_021,1
"[ 1.72459592  1.35567428  0.87927893 ...  0.05888624 -0.32861781
 -1.03738215]",IR_021,1
"[-1.69490718 -2.15469838 -2.47226836 ...  1.61139981  1.5153741
  1.26821746]",IR_021,1
"[ 0.84720982  0.34408063 -0.19294149 ...  0.46791818  0.46749006
  0.41477143]",IR_021,1
"[ 0.34313747  0.23416168  0.09825688 ... -0.18744997  0.45961374
  1.0802273 ]",IR_021,1
[1.68905629 2.10588246 2.21525091 ... 0.52825132 1.10760233 1.57179509],IR_021,1
"[ 1.83875422  1.88364714  1.69985123 ... -1.74453781 -1.85555991
 -1.73996298]",IR_021,1
"[-1.42108169 -0.9265463  -0.33436534 ...  1.25581988  1.07660733
  0.8123554 ]",IR_021,1
"[ 0.45827225  0.06476435 -0.33806683 ...  1.06478685  0.81509115
  0.45423922]",IR_021,1
"[ 0.02194775 -0.42263801 -0.84557296 ... -2.12294531 -1.99766656
 -1.6680559 ]",IR_021,1
"[-1.15009483 -0.52172338  0.10197844 ... -1.13759171 -1.50611732
 -1.71646702]",IR_021,1
"[-1.68021444 -1.41819615 -0.9432612  ...  1.21012092  1.1876746
  1.00597738]",IR_021,1
"[ 0.65817985  0.18177828 -0.33202403 ... -2.1590488  -1.64405285
 -0.91237826]",IR_021,1
"[-0.03679756  0.84893885  1.68216879 ... -2.11928677 -1.27608425
 -0.14682017]",IR_021,1
"[ 1.08218016  2.19931357  3.06882449 ... -1.4278217  -1.44732222
 -1.28081194]",IR_021,1
"[-0.95111831 -0.51134215  0.00103534 ...  0.56297464  0.04536341
 -0.47438034]",IR_021,1
"[-0.92554794 -1.21577338 -1.29307474 ... -1.15770276 -1.35986173
 -1.39642195]",IR_021,1
"[-1.23205173 -0.9105108  -0.53112431 ... -1.49683019 -1.39549378
 -1.13183903]",IR_021,1
"[-0.6986166  -0.20559104  0.31596051 ... -1.16455979 -1.13814872
 -0.91895623]",IR_021,1
"[-0.57355797 -0.19096458  0.22478333 ...  2.0876022   2.42217208
  2.51728759]",IR_021,1
"[ 2.3537269   1.9657471   1.41748963 ... -0.15317356  0.31473373
  0.7409214 ]",IR_021,1
[1.10255016 1.27547415 1.31560933 ... 2.96271748 2.12078616 1.15071516],IR_021,1
"[ 0.03426513 -1.03081099 -2.04153479 ... -0.24777653 -0.19300524
 -0.10499376]",IR_021,1
"[ 0.01294589  0.12044079  0.22431507 ... -2.05895363 -1.88981638
 -1.50592706]",IR_021,1
"[-0.93737935 -0.27399863  0.44388505 ...  0.60913365  0.6035619
  0.52990836]",IR_021,1
"[ 0.40427018  0.25775128  0.1498905  ... -0.31862525 -0.02961818
  0.25969363]",IR_021,1
[0.53975225 0.77769508 0.93555949 ... 2.67813961 2.63649687 2.35058572],IR_021,1
[1.79992177 0.99850552 0.15593776 ... 1.19732697 0.62856646 0.02424299],IR_021,1
"[-0.56313452 -1.08744413 -1.4972813  ... -1.38394107 -1.46260894
 -1.39218682]",IR_021,1
"[-1.05156035 -0.74300879 -0.37155867 ...  0.54286359 -0.13653754
 -0.79395235]",IR_021,1
"[-1.33437862 -1.67202751 -1.68708324 ...  0.15166213  0.10645929
  0.05431917]",IR_021,1
"[ 0.01578906 -0.01686133 -0.01989746 ...  1.81294841  1.64452365
  1.30768525]",IR_021,1
"[ 0.83251707  0.34690777 -0.16549691 ...  0.88199103  0.91923613
  0.87579223]",IR_021,1
[0.73965985 0.48421599 0.19873462 ... 0.44187022 0.65632218 0.78651661],IR_021,1
[0.81026222 0.73191813 0.66343274 ... 1.93497295 1.80003114 1.46652511],IR_021,1
"[ 0.94242878  0.26340555 -0.40645529 ... -1.45934653 -2.19020388
 -2.75927738]",IR_021,1
"[-3.02558825 -2.93706803 -2.52110133 ... -0.86155775 -0.3850833
  0.14549158]",IR_021,1
"[ 0.63449433  1.04098038  1.27096842 ... -1.42825985 -1.11547378
 -0.64121739]",IR_021,1
"[-0.10170065  0.46062639  0.95045466 ... -1.45706816 -2.35088092
 -2.98162164]",IR_021,1
"[-3.18250765 -3.0422374  -2.42254346 ...  2.57123122  2.58457968
  2.30868497]",IR_021,1
[1.77907488 1.06079293 0.25270063 ... 2.92569388 2.76096499 2.20059908],IR_021,1
"[ 1.32900461  0.24264308 -0.96932775 ...  1.138374    1.28858031
  1.32178733]",IR_021,1
"[ 1.19588427  0.91217617  0.52946539 ... -0.32502222 -0.78544467
 -1.16333217]",IR_021,1
"[-1.41161203 -1.48518791 -1.36099494 ...  1.335804    1.2608024
  1.07599217]",IR_021,1
"[ 0.67807296  0.17234018 -0.24829444 ...  0.70557028  1.08770074
  1.36033151]",IR_021,1
[1.52798113 1.47411987 1.26909537 ... 0.56161638 0.73916781 0.84384854],IR_021,1
"[ 0.87657259  0.77486795  0.47086583 ... -0.5000628  -0.93032467
 -1.23663594]",IR_021,1
"[-1.40166547 -1.4304546  -1.29539375 ...  1.0519929   0.75953532
  0.38704034]",IR_021,1
"[-0.04627245 -0.51181711 -0.87580927 ... -1.10834526 -0.64799725
 -0.16232795]",IR_021,1
[0.36777677 0.81354313 1.11838211 ... 0.15303135 0.1073867  0.06277816],IR_021,1
"[ 0.02384169 -0.00836839 -0.05199482 ...  2.2388951   2.69107647
  2.71417603]",IR_021,1
[2.29967941 1.36182612 0.15965932 ... 0.51681563 0.56145129 0.58113539],IR_021,1
[0.53169055 0.41202231 0.25642442 ... 0.0177528  0.1842197  0.32547329],IR_021,1
"[ 0.39384673  0.38890766  0.32153505 ...  0.94276231  0.51747699
 -0.08431597]",IR_021,1
"[-0.67920038 -1.13084629 -1.49868608 ... -1.74269758 -1.73244518
 -1.52613403]",IR_021,1
"[-1.13494791 -0.63119    -0.12595781 ... -0.63488129 -0.38277587
  0.13421217]",IR_021,1
"[ 0.56911503  0.9183054   1.06303807 ... -1.19244798 -0.84885463
 -0.38979041]",IR_021,1
[0.10153609 0.56066169 0.90813275 ... 0.24899697 0.12358531 0.00497541],IR_021,1
"[-0.17465795 -0.33488378 -0.50924981 ...  0.41078354 -0.13885163
 -0.66800232]",IR_021,1
"[-1.07903828 -1.39128184 -1.57775536 ...  0.04700364 -0.19902231
 -0.37098013]",IR_021,1
"[-0.46553111 -0.49198194 -0.43622334 ... -0.57866676 -1.07890988
 -1.38560885]",IR_021,1
"[-1.4859841  -1.32901705 -1.05631288 ... -0.04348774 -0.48228381
 -0.84704915]",IR_021,1
"[-1.13874032 -1.29504621 -1.28562716 ... -2.03428583 -1.87408591
 -1.48195803]",IR_021,1
"[-0.88860035 -0.13340188  0.6797327  ...  0.87147545  0.70216018
  0.46457924]",IR_021,1
"[ 0.16501692 -0.13009979 -0.39202838 ...  1.0108726   1.0284619
  0.91809846]",IR_021,1
"[ 0.72215119  0.45214499  0.18059284 ... -2.69926478 -2.19437501
 -1.44999182]",IR_021,1
"[-0.51197108  0.53282007  1.4360863  ...  0.75812627  0.12728829
 -0.51055916]",IR_021,1
"[-1.06386865 -1.47668389 -1.6694008  ... -0.23498038 -1.33068604
 -2.36820378]",IR_021,1
"[-3.14980664e+00 -3.61399691e+00 -3.69710631e+00 ...  2.32106317e-01
  3.24393313e-03 -2.12144775e-01]",IR_021,1
"[-0.35657318 -0.45283179 -0.50135626 ... -0.61658857 -0.64799725
 -0.62240711]",IR_021,1
"[-0.50486315 -0.35469633 -0.18549836 ...  0.52597294  0.21105467
 -0.27041834]",IR_021,1
"[-0.62376763 -1.02893377 -1.28098914 ...  1.47062249  1.14787143
  0.73715934]",IR_021,1
"[ 0.19581036 -0.31127156 -0.725096   ... -0.50142107 -0.80350475
 -1.0077813 ]",IR_021,1
"[-1.06766105 -1.05062354 -0.90232178 ... -1.56172008 -1.75003934
 -1.75172222]",IR_021,1
"[-1.48786895 -1.06430687 -0.54646544 ... -0.18607856 -0.57440353
 -0.90908928]",IR_021,1
"[-1.13351724 -1.21104641 -1.13678694 ...  0.43821167  1.11918386
  1.54032448]",IR_021,1
[1.74780455 1.56895324 1.12955348 ... 0.6045769  0.58412624 0.50217728],IR_021,1
"[ 0.35024539  0.18272142 -0.0091984  ... -0.08187793 -1.33348158
 -2.56576803]",IR_021,1
"[-3.60126217 -4.25202442 -4.43026982 ...  0.53418824  0.24948226
 -0.04155086]",IR_021,1
"[-0.31726385 -0.58871514 -0.81208113 ... -0.30353101 -0.34714382
 -0.33103926]",IR_021,1
"[-0.31535629 -0.29618597 -0.29017039 ... -1.56719694 -1.24923819
 -0.77608822]",IR_021,1
"[-0.20876691  0.32852009  0.87229961 ... -0.22812554  0.2610416
  0.70708542]",IR_021,1
"[ 1.10445771  1.37550945  1.47285596 ... -0.74820857 -0.25455817
  0.11353438]",IR_021,1
[0.51415918 0.8763055  1.03931283 ... 1.04559592 1.32421236 1.45102634],IR_021,1
[1.37069839 1.08533245 0.67832791 ... 0.47523527 0.49109685 0.4241653 ],IR_021,1
"[ 0.24603365  0.01711019 -0.21945623 ... -2.43374641 -2.52992864
 -2.3970387 ]",IR_021,1
"[-2.02700405 -1.45451916 -0.7688227  ... -1.12024101 -0.87756439
 -0.52984251]",IR_021,1
"[-0.07043258  0.43938896  0.87508688 ... -0.91091525 -0.00555093
  0.8917866 ]",IR_021,1
"[ 1.65921662  2.15591141  2.36732437 ... -1.14994752 -0.41055378
  0.39222162]",IR_021,1
"[ 1.18357598  1.848749    2.25338077 ... -0.20618741  0.62716869
  1.44068632]",IR_021,1
"[ 2.11353349  2.52201391  2.60836748 ... -0.19110632 -0.2679812
 -0.32635358]",IR_021,1
"[-0.36320422 -0.35091928 -0.304575   ...  0.47203679  0.02083365
 -0.36347854]",IR_021,1
"[-0.60387452 -0.66043387 -0.58927791 ... -2.12706391 -2.03192303
 -1.64737585]",IR_021,1
"[-1.04824483 -0.36978192  0.33038742 ... -1.52423642 -1.87268814
 -1.99796792]",IR_021,1
"[-1.88393715 -1.54132347 -0.97396577 ... -1.68374461 -2.18188382
 -2.48962583]",IR_021,1
"[-2.58707687 -2.4010435  -2.02246987 ...  0.38107702  0.99003431
  1.45807738]",IR_021,1
[1.78711388 1.91761797 1.81707266 ... 0.49122772 0.99744471 1.40872011],IR_021,1
[1.65210869 1.68785117 1.47611149 ... 0.81388075 0.5632928  0.44766126],IR_021,1
"[ 0.12001216 -0.14661477 -0.37155867 ...  0.13109541  0.32862269
  0.48104669]",IR_021,1
"[ 0.58001536  0.59933687  0.57227786 ... -0.17602523 -0.13283456
 -0.08525761]",IR_021,1
"[-0.08985789 -0.21785854 -0.32132092 ... -0.69795286 -1.07380691
 -1.29914915]",IR_021,1
"[-1.33153999 -1.17284618 -0.80371932 ... -1.91134119 -1.89815863
 -1.67652615]",IR_021,1
"[-1.26475273 -0.71656943 -0.15433222 ... -0.44886508 -0.24808405
 -0.00959411]",IR_021,1
[0.06126844 0.10581434 0.04894896 ... 0.00221384 0.24717483 0.48149723],IR_021,1
"[ 0.66624155  0.77014098  0.79648586 ... -2.33275303 -3.24922571
 -3.94083325]",IR_021,1
"[-4.23711502 -4.04960166 -3.39518921 ...  0.94368243  0.74844191
  0.4927834 ]",IR_021,1
"[ 0.20433987 -0.06074228 -0.30412903 ...  0.12149776 -0.02267539
 -0.17689859]",IR_021,1
"[-0.35705007 -0.53680897 -0.69207243 ... -0.37483978 -0.17217625
  0.07922758]",IR_021,1
[0.33082917 0.52621589 0.60296013 ... 0.17771229 0.61327973 0.9693255 ],IR_021,1
"[ 1.18877634  1.27264702  1.20862276 ... -1.84371287 -1.75374454
 -1.44670284]",IR_021,1
"[-0.95538761 -0.32402758  0.35643167 ...  0.34361527  0.19625605
  0.01625257]",IR_021,1
"[-0.15002319 -0.35044432 -0.54646544 ...  0.56297464  0.25225561
 -0.08149781]",IR_021,1
"[-0.44043763 -0.7632963  -1.00886239 ... -2.90212784 -2.51417599
 -1.88940896]",IR_021,1
"[-1.10699309 -0.21833124  0.60902523 ... -1.18970955 -1.48945501
 -1.60272678]",IR_021,1
"[-1.53430892 -1.23888803 -0.76603543 ... -1.49864851 -0.93542765
 -0.3075433 ]",IR_021,1
"[ 0.2929278   0.8258242   1.22398619 ... -1.41318752 -1.09324258
 -0.62101042]",IR_021,1
"[-0.0505372   0.54367627  1.07837921 ... -1.99268357 -1.08538844
  0.00215499]",IR_021,1
"[ 0.17075095  1.55187735  2.56577799 ... -0.71501877 -0.55370322
 -0.2225321 ]",OR_007,1
"[ 0.22761663  0.68161777  1.05351676 ... -0.22771587 -0.29351825
 -0.35039019]",OR_007,1
"[-0.42442776 -0.52751335 -0.54706749 ... -3.88664895 -4.33149934
 -3.99625036]",OR_007,1
"[-3.07146049 -1.64601788 -0.0817807  ... -0.71867732  0.65743153
  1.85424214]",OR_007,1
"[ 2.54947874  2.66088271  2.19533866 ... -1.32209631 -1.02963293
 -0.68131595]",OR_007,1
"[-0.26614582  0.15398191  0.47563763 ...  0.21569763 -0.03795102
 -0.32218604]",OR_007,1
"[-0.54573941 -0.65964227 -0.69503808 ... -2.97420337 -2.95458459
 -2.17426642]",OR_007,1
"[-1.04613289  0.10584374  1.0711992  ...  0.93524806 -0.1185063
 -1.11190239]",OR_007,1
"[-1.94457027 -2.40669777 -2.4220975  ... -0.44347584 -0.50185259
 -0.40774465]",OR_007,1
"[-0.243405   -0.06216716  0.13039076 ...  0.07399363  0.15834541
  0.17514649]",OR_007,1
"[ 0.10535802  0.01428758 -0.06223859 ...  3.58488926  3.04162841
  1.94919463]",OR_007,1
"[ 0.42852342 -1.1665134  -2.43882112 ... -0.45263316 -1.12315042
 -1.6026592 ]",OR_007,1
"[-1.80241174 -1.67243462 -1.2887489  ...  0.23399036  0.38519911
  0.50512835]",OR_007,1
[0.58301296 0.58060994 0.51657706 ... 2.47856268 2.35006488 1.63329457],OR_007,1
"[ 0.46549372 -0.69363573 -1.86011696 ...  4.15163517  3.10552648
  1.62577046]",OR_007,1
"[-0.08703061 -1.6705574  -2.83260663 ...  0.33730593  0.25094659
  0.13096148]",OR_007,1
"[-0.06523222 -0.3406059  -0.5833689  ... -0.782669   -1.02963293
 -1.11095624]",OR_007,1
"[-1.0375943  -0.79274372 -0.4475062  ...  7.67895483  8.03255608
  6.93759062]",OR_007,1
"[ 4.59465403  1.6698706  -1.22825399 ... -0.9701092  -0.8249816
 -0.54124131]",OR_007,1
"[-0.15147657  0.28328595  0.70082676 ...  0.99374097  0.70371326
  0.21463906]",OR_007,1
"[-0.32680164 -0.72477943 -0.92767479 ... -0.53857611 -0.72869075
 -0.74054017]",OR_007,1
"[-0.58080215 -0.25187913  0.08479325 ... -1.71522563 -1.56480149
 -1.07993618]",OR_007,1
"[-0.33343268  0.49756006  1.34664837 ... -2.33976341 -1.72408075
 -0.70388828]",OR_007,1
[0.48254821 1.50089848 2.132993   ... 0.76336215 0.72687631 0.5888172 ],OR_007,1
"[ 0.34797449 -0.02818728 -0.35722095 ... -0.37216707 -0.33702662
 -0.24415379]",OR_007,1
"[-0.11925246  0.01900776  0.14993287 ... -6.07367039 -6.46121326
 -5.84078411]",OR_007,1
"[-4.19919094 -1.79608214  0.86460674 ... -0.16188834  0.18519814
  0.46000621]",OR_007,1
[0.70525567 0.81659644 0.78366442 ... 0.34462302 0.41668222 0.43180205],OR_007,1
[0.42000754 0.39089797 0.34441296 ... 6.63944599 4.66570445 1.79688768],OR_007,1
"[-1.46690852 -4.52116755 -6.94483336 ...  0.26599715  0.51574642
  0.70726564]",OR_007,1
"[ 0.78012734  0.66745949  0.41141893 ... -0.98108484 -0.99999132
 -0.79884077]",OR_007,1
"[-0.48222225 -0.11502551  0.26904518 ... -0.11891687  0.42963933
  0.9159809 ]",OR_007,1
"[ 1.21893394  1.2649346   1.10005302 ... -2.3717483  -3.413852
 -3.91447633]",OR_007,1
"[-3.65530966 -2.62766653 -1.1603115  ...  2.40451548  2.47963597
  1.98208446]",OR_007,1
"[ 1.00001888 -0.16410681 -1.29525996 ... -0.66655948 -0.86944401
 -0.95772568]",OR_007,1
"[-0.89638955 -0.65869235 -0.32094185 ...  0.77341767  0.85371842
  0.73828571]",OR_007,1
"[ 0.48350198  0.16719706 -0.1785614  ... -0.31549248  1.18428002
  2.74931858]",OR_007,1
"[ 3.95698445  4.39855212  3.91793844 ... -0.41057084 -0.63703695
 -0.74619451]",OR_007,1
"[-0.75139239 -0.6388798  -0.40935405 ... -0.87137229 -0.68054533
 -0.37577844]",OR_007,1
"[-0.01879452  0.25969635  0.50261841 ...  0.27239413  0.16112321
  0.09335444]",OR_007,1
[0.10251485 0.24553806 0.51006599 ... 4.28877585 4.299178   3.53236686],OR_007,1
"[ 2.14105683  0.49661015 -1.04213125 ... -0.72415418 -1.16018025
 -1.45411431]",OR_007,1
"[-1.52188708 -1.32320446 -0.90533203 ... -0.39593666 -0.03702517
  0.2813874 ]",OR_007,1
"[ 0.5318268   0.67311375  0.6785063  ... -1.62472593  1.36760981
  4.3041515 ]",OR_007,1
[6.59055072 7.6296266  7.15897604 ... 2.60190166 2.19719761 1.40673771],OR_007,1
"[ 0.35935171 -0.73138361 -1.62188342 ...  0.51558881  0.49446925
  0.41675383]",OR_007,1
"[ 0.28352626  0.11150705 -0.08457243 ...  0.2541014  -0.15832279
 -0.58449369]",OR_007,1
"[-0.94850677 -1.20616113 -1.2608316  ... -2.9989588  -0.85832841
  1.13972185]",OR_007,1
"[ 2.75227039  3.70760067  3.82004951 ... -1.19135261 -1.29259125
 -1.13258243]",OR_007,1
"[-0.6973676  -0.08293189  0.61243685 ...  0.12976563  0.23889914
  0.30488335]",OR_007,1
"[ 0.33280486  0.35220016  0.32394325 ...  0.07490936 -0.2833123
 -0.56755318]",OR_007,1
"[-0.68882901 -0.65208817 -0.49680744 ...  0.31719488 -1.35462563
 -2.89353997]",OR_007,1
"[-3.97459863 -4.40310645 -4.11118314 ... -2.74110803 -2.34355926
 -1.5490668 ]",OR_007,1
"[-0.5087691   0.57212854  1.46482862 ...  1.22506181  1.15002355
  0.89811676]",OR_007,1
"[ 0.45507028 -0.10086723 -0.6475653  ...  1.16838721  1.03613855
  0.58974082]",OR_007,1
"[-0.32491679 -1.69887397 -3.09773176 ...  0.84014779 -1.37499315
 -3.30331121]",OR_007,1
"[-4.58501737 -4.96468827 -4.3856735  ... -0.26063621 -0.21480381
 -0.13509922]",OR_007,1
"[-0.00742184  0.14643233  0.35837161 ...  1.29271203  1.16668586
  0.85204847]",OR_007,1
"[ 0.44748546  0.02278255 -0.33490049 ...  4.36829992  0.76483798
 -2.94895708]",OR_007,1
"[-6.18850201 -8.21634428 -8.8134192  ... -0.82838986  0.02316105
  0.88025263]",OR_007,1
"[ 1.55064475  1.87751791  1.75889676 ... -0.48737839 -0.86944401
 -1.05644022]",OR_007,1
"[-1.05276393 -0.88900197 -0.6838667  ... -0.39685677 -0.14906201
  0.16574585]",OR_007,1
"[ 0.43326961  0.60327224  0.7026998  ... -1.91272136 -1.2824075
 -0.12757736]",OR_007,1
[1.10899952 2.08611514 2.53322268 ... 1.36859946 1.96390308 2.192692  ],OR_007,1
"[ 2.04629205  1.56981269  0.80970867 ... -0.43252211 -0.69259278
 -0.91071125]",OR_007,1
"[-0.97884603 -0.82483734 -0.50891534 ...  0.06302237  0.2453777
  0.33779571]",OR_007,1
[0.32901245 0.25119233 0.12852886 ... 0.9151151  3.18983644 5.08652396],OR_007,1
"[ 6.20676811  6.28164929  5.24757774 ...  0.40403604 -0.15832279
 -0.61832967]",OR_007,1
"[-0.98736192 -1.18067169 -1.18637805 ... -1.06152902 -1.32407437
 -1.32906538]",OR_007,1
"[-1.09729634 -0.7143982  -0.25859619 ... -3.57950641 -2.65284369
 -1.42401786]",OR_007,1
"[-0.22539901  0.72409263  1.27221711 ...  2.66411884  2.32787805
  1.53365641]",OR_007,1
"[ 0.42379994 -0.70116721 -1.64235313 ...  0.06119529  0.2787245
  0.42617023]",OR_007,1
"[ 0.49392543  0.49661015  0.37513983 ... -0.28074725 -0.28981305
 -0.34005017]",OR_007,1
"[-0.34197127 -0.31228933 -0.24555177 ... -8.24316586 -5.34166576
 -1.64401929]",OR_007,1
"[ 2.35236436  5.92972769  8.31379777 ...  1.5185341   0.6018757
 -0.45849861]",OR_007,1
"[-1.42142233 -2.0537584  -2.24536228 ...  0.23033181  0.3629679
  0.43556411]",OR_007,1
"[ 0.40767653  0.29839415  0.17878    ...  0.4250672   0.16482841
 -0.1125359 ]",OR_007,1
"[-0.38557261 -0.67097342 -0.87277672 ...  0.58050061  0.45928094
  0.18548876]",OR_007,1
"[-0.3410175  -1.01172218 -1.76519369 ... -1.82493817 -1.16943215
 -0.29303573]",OR_007,1
"[ 0.64366878  1.44711509  1.95804163 ... -0.57695798 -0.41851885
 -0.17458504]",OR_007,1
"[ 0.15463889  0.48622891  0.73340437 ...  0.15719377  0.07686428
 -0.01664109]",OR_007,1
"[-0.04533002  0.00862427  0.09502811 ...  3.70450398  0.75465422
 -2.30783067]",OR_007,1
"[-4.93473644 -6.63450647 -7.09735278 ... -1.50311763 -1.19630041
 -0.65500408]",OR_007,1
"[-0.00457867  0.57022871  0.97163791 ...  0.47170817  0.86853922
  1.13785208]",OR_007,1
[1.17437882 0.94589822 0.55009119 ... 6.79849413 6.66762223 4.98199738],OR_007,1
"[ 2.00269071 -1.54028309 -4.80911556 ... -1.51317315 -2.10740263
 -2.30400103]",OR_007,1
"[-1.97395575 -1.20333399 -0.19065816 ... -0.9134127  -1.03424779
 -0.99626986]",OR_007,1
"[-0.78454757 -0.34816     0.21042331 ... -0.28074725 -0.04906219
  0.158224  ]",OR_007,1
"[ 0.4418082   0.74297788  0.96512685 ...  3.95424899  1.46205915
 -1.02447401]",OR_007,1
"[-3.23246751 -4.81926052 -5.39912489 ... -0.55776705  0.45093869
  1.3728792 ]",OR_007,1
"[ 1.97332793  2.10970474  1.71980809 ... -0.18108804 -0.380535
 -0.52619309]",OR_007,1
"[-0.57889459 -0.56148419 -0.4875091  ... -0.35571457 -0.03980296
  0.3283793 ]",OR_007,1
"[ 0.61332951  0.77504888  0.80970867 ... -3.30522505 -2.03982154
 -0.21312922]",OR_007,1
[1.85390114 3.74740671 4.98891908 ... 1.48015224 1.43150788 1.07486581],OR_007,1
"[ 0.45032409 -0.29342669 -0.94256996 ...  0.27331424 -0.28610784
 -0.82328287]",OR_007,1
"[-1.19017627 -1.29393797 -1.10634995 ...  0.57684206  0.54538803
  0.44027231]",OR_007,1
"[ 0.31100419  0.17946682  0.01406794 ... -1.70974877  0.17871736
  2.06293487]",OR_007,1
[3.64132893 4.47409313 4.50215024 ... 0.93248772 0.9083424  0.82571408],OR_007,1
"[ 0.69390115  0.56174731  0.35558434 ... -0.29262109 -0.5036941
 -0.62396149]",OR_007,1
"[-0.63671178 -0.59357781 -0.4475062  ...  0.00542329 -2.00833843
 -3.80724648]",OR_007,1
"[-5.03124982 -5.66785294 -5.21293525 ...  2.84419814  3.68327156
  3.74006839]",OR_007,1
"[ 2.89556437  1.47070469 -0.14971204 ...  0.03650997  0.23519394
  0.4083061 ]",OR_007,1
"[ 0.56405092  0.6297116   0.61243685 ... -0.26429475 -0.37592014
 -0.41808467]",OR_007,1
"[-0.38557261 -0.30758498 -0.19065816 ... -3.46799745 -6.40197442
 -8.23813733]",OR_007,1
"[-8.60133651 -7.41592621 -4.92439705 ...  0.11422229 -1.03517964
 -1.96365887]",OR_007,1
"[-2.5207665  -2.61545331 -2.24536228 ...  0.4662094   0.54261467
  0.53898685]",OR_007,1
[0.45602406 0.33991909 0.23089303 ... 0.17822054 0.25465179 0.28325716],OR_007,1
